-247968.63,-39244.21,-1149.33,-128965.71,689.06,-1739589.68,-1429748.65,-660853.96
-247985.53,-39246.89,-1137.79,-128920.92,660.63,-1739610.87,-1429773.59,-660909.48
-247985.53,-39247.43,-1114.46,-128863.79,657.41,-1739632.59,-1429798.27,-660955.35
-247990.09,-39247.43,-1105.07,-128836.97,682.89,-1739658.07,-1429825.36,-660986.19
-248008.33,-39245.01,-1120.63,-128849.84,699.79,-1739685.7,-1429855.4,-661034.47
-247968.63,-39244.21,-1149.33,-128965.71,689.06,-1739589.68,-1429748.65,-660853.96
-247985.53,-39246.89,-1137.79,-128920.92,660.63,-1739610.87,-1429773.59,-660909.48
-247985.53,-39247.43,-1114.46,-128863.79,657.41,-1739632.59,-1429798.27,-660955.35
-247990.09,-39247.43,-1105.07,-128836.97,682.89,-1739658.07,-1429825.36,-660986.19
-248008.33,-39245.01,-1120.63,-128849.84,699.79,-1739685.7,-1429855.4,-661034.47
-248038.37,-39237.77,-1144.5,-128865.4,687.18,-1739711.45,-1429883.57,-661081.95
-248053.39,-39240.99,-1143.16,-128836.16,667.6,-1739736.39,-1429911.19,-661144.71
-248044.0,-39248.5,-1115.53,-128793.52,652.58,-1739758.65,-1429935.87,-661200.5
-248041.85,-39250.11,-1099.44,-128773.13,669.21,-1739781.19,-1429961.89,-661215.26
-248052.31,-39246.62,-1108.02,-128791.1,689.06,-1739805.06,-1429988.71,-661252.81
-248038.37,-39237.77,-1144.5,-128865.4,687.18,-1739711.45,-1429883.57,-661081.95
-248053.39,-39240.99,-1143.16,-128836.16,667.6,-1739736.39,-1429911.19,-661144.71
-248044.0,-39248.5,-1115.53,-128793.52,652.58,-1739758.65,-1429935.87,-661200.5
-248041.85,-39250.11,-1099.44,-128773.13,669.21,-1739781.19,-1429961.89,-661215.26
-248052.31,-39246.62,-1108.02,-128791.1,689.06,-1739805.06,-1429988.71,-661252.81
-248082.09,-39239.38,-1131.36,-128776.08,688.25,-1739828.12,-1430015.8,-661290.36
-248093.35,-39241.79,-1139.4,-128741.21,665.72,-1739849.85,-1430041.55,-661344.81
-248084.5,-39244.48,-1116.87,-128692.93,659.29,-1739871.84,-1430063.27,-661394.96
-248079.94,-39240.72,-1096.22,-128664.23,679.94,-1739891.42,-1430059.79,-661436.0
-248105.42,-39238.57,-1110.97,-128678.72,703.81,-1739910.2,-1430099.48,-661456.12
-248082.09,-39239.38,-1131.36,-128776.08,688.25,-1739828.12,-1430015.8,-661290.36
-248093.35,-39241.79,-1139.4,-128741.21,665.72,-1739849.85,-1430041.55,-661344.81
-248084.5,-39244.48,-1116.87,-128692.93,659.29,-1739871.84,-1430063.27,-661394.96
-248079.94,-39240.72,-1096.22,-128664.23,679.94,-1739891.42,-1430059.79,-661436.0
-248105.42,-39238.57,-1110.97,-128678.72,703.81,-1739910.2,-1430099.48,-661456.12
-248131.17,-39234.55,-1126.26,-128676.03,701.13,-1739938.09,-1430134.35,-661502.52
-248143.51,-39235.36,-1132.97,-128640.9,686.11,-1739963.58,-1430161.17,-661567.97
-248135.19,-39224.63,-1114.46,-128594.5,677.79,-1739984.5,-1430159.83,-661648.7
-248136.27,-39233.75,-1108.29,-128571.43,696.03,-1740008.1,-1430197.65,-661641.99
-248151.56,-39235.89,-1119.55,-128586.72,708.91,-1740032.51,-1430233.06,-661656.75
-248131.17,-39234.55,-1126.26,-128676.03,701.13,-1739938.09,-1430134.35,-661502.52
-248143.51,-39235.36,-1132.97,-128640.9,686.11,-1739963.58,-1430161.17,-661567.97
-248135.19,-39224.63,-1114.46,-128594.5,677.79,-1739984.5,-1430159.83,-661648.7
-248136.27,-39233.75,-1108.29,-128571.43,696.03,-1740008.1,-1430197.65,-661641.99
-248151.56,-39235.89,-1119.55,-128586.72,708.91,-1740032.51,-1430233.06,-661656.75
-248183.74,-39235.09,-1131.62,-128578.13,702.47,-1740057.18,-1430258.81,-661697.52
-248194.2,-39238.57,-1131.89,-128536.56,687.99,-1740081.06,-1430271.14,-661757.06
-248189.37,-39246.89,-1107.22,-128488.82,689.86,-1740104.39,-1430301.45,-661802.39
-248188.57,-39248.5,-1099.44,-128448.85,710.25,-1740128.26,-1430333.1,-661855.23
-248205.47,-39243.4,-1114.99,-128440.0,729.56,-1740152.4,-1430360.46,-661861.13
-248183.74,-39235.09,-1131.62,-128578.13,702.47,-1740057.18,-1430258.81,-661697.52
-248194.2,-39238.57,-1131.89,-128536.56,687.99,-1740081.06,-1430271.14,-661757.06
-248189.37,-39246.89,-1107.22,-128488.82,689.86,-1740104.39,-1430301.45,-661802.39
-248188.57,-39248.5,-1099.44,-128448.85,710.25,-1740128.26,-1430333.1,-661855.23
-248205.47,-39243.4,-1114.99,-128440.0,729.56,-1740152.4,-1430360.46,-661861.13
-248233.63,-39238.57,-1126.26,-128433.83,716.42,-1740175.74,-1430386.48,-661920.94
-248248.92,-39232.94,-1115.26,-128421.22,694.16,-1740197.2,-1430410.62,-661960.37
-248241.68,-39239.11,-1087.1,-128355.78,689.33,-1740219.73,-1430435.56,-661997.92
-248243.56,-39237.5,-1080.13,-128318.76,712.93,-1740245.48,-1430463.73,-662035.47
-248254.55,-39233.48,-1091.66,-128314.2,726.07,-1740271.76,-1430475.53,-662075.71
-248233.63,-39238.57,-1126.26,-128433.83,716.42,-1740175.74,-1430386.48,-661920.94
-248248.92,-39232.94,-1115.26,-128421.22,694.16,-1740197.2,-1430410.62,-661960.37
-248241.68,-39239.11,-1087.1,-128355.78,689.33,-1740219.73,-1430435.56,-661997.92
-248243.56,-39237.5,-1080.13,-128318.76,712.93,-1740245.48,-1430463.73,-662035.47
-248254.55,-39233.48,-1091.66,-128314.2,726.07,-1740271.76,-1430475.53,-662075.71
-248279.5,-39230.26,-1114.19,-128311.25,710.52,-1740295.1,-1430489.74,-662113.26
-248295.32,-39236.97,-1124.65,-128262.17,686.65,-1740318.43,-1430535.88,-662157.78
-248290.76,-39241.79,-1107.48,-128209.06,682.35,-1740341.5,-1430561.63,-662214.38
-248285.13,-39243.13,-1093.27,-128176.88,700.86,-1740364.83,-1430588.72,-662256.49
-248296.13,-39238.31,-1105.87,-128205.58,714.27,-1740390.05,-1430616.34,-662296.99
-248279.5,-39230.26,-1114.19,-128311.25,710.52,-1740295.1,-1430489.74,-662113.26
-248295.32,-39236.97,-1124.65,-128262.17,686.65,-1740318.43,-1430535.88,-662157.78
-248290.76,-39241.79,-1107.48,-128209.06,682.35,-1740341.5,-1430561.63,-662214.38
-248285.13,-39243.13,-1093.27,-128176.88,700.86,-1740364.83,-1430588.72,-662256.49
-248296.13,-39238.31,-1105.87,-128205.58,714.27,-1740390.05,-1430616.34,-662296.99
-248318.93,-39235.09,-1129.21,-128198.6,703.54,-1740414.99,-1430642.63,-662319.25
-248340.92,-39239.92,-1129.75,-128154.88,683.43,-1740438.59,-1430669.99,-662366.19
-248333.95,-39238.84,-1117.68,-128107.41,667.07,-1740460.05,-1430672.67,-662437.27
-248325.63,-39224.36,-1107.48,-128109.28,680.21,-1740479.36,-1430624.66,-662510.49
-248351.65,-39231.6,-1129.48,-128121.09,691.47,-1740505.38,-1430718.27,-662487.43
-248318.93,-39235.09,-1129.21,-128198.6,703.54,-1740414.99,-1430642.63,-662319.25
-248340.92,-39239.92,-1129.75,-128154.88,683.43,-1740438.59,-1430669.99,-662366.19
-248333.95,-39238.84,-1117.68,-128107.41,667.07,-1740460.05,-1430672.67,-662437.27
-248325.63,-39224.36,-1107.48,-128109.28,680.21,-1740479.36,-1430624.66,-662510.49
-248351.65,-39231.6,-1129.48,-128121.09,691.47,-1740505.38,-1430718.27,-662487.43
-248383.83,-39227.85,-1149.06,-128123.77,679.67,-1740533.81,-1430756.62,-662524.98
-248388.93,-39227.85,-1160.86,-128113.31,655.26,-1740557.95,-1430768.69,-662578.62
-248383.57,-39228.65,-1153.08,-128106.6,645.07,-1740581.82,-1430693.59,-662675.45
-248391.08,-39228.38,-1153.89,-128106.87,657.95,-1740605.43,-1430778.62,-662672.5
-248415.75,-39225.97,-1167.83,-128109.28,669.48,-1740630.37,-1430833.07,-662685.11

-248445.53,-39223.29,-1198.14,-128100.97,655.26,-1740654.51,-1430859.35,-662732.31
-248457.6,-39225.43,-1204.04,-128090.51,625.22,-1740677.58,-1430886.18,-662794.0
-248465.91,-39228.11,-1200.29,-128052.42,616.64,-1740699.57,-1430912.73,-662827.53
-248478.25,-39227.31,-1193.85,-128048.13,624.42,-1740723.18,-1430939.01,-662859.18
-248495.15,-39220.6,-1203.78,-128069.32,634.07,-1740744.63,-1430963.69,-662905.05
-248525.72,-39215.24,-1219.33,-128100.97,624.42,-1740764.48,-1430973.88,-662964.86
-248561.13,-39212.29,-1225.23,-128102.85,608.33,-1740785.94,-1431003.92,-662995.17
-248576.15,-39216.58,-1206.19,-128043.57,606.18,-1740810.62,-1431035.31,-663038.08
-248586.61,-39215.51,-1209.41,-128053.49,612.88,-1740838.51,-1431064.54,-663097.9
-248614.5,-39209.07,-1224.43,-128092.92,620.66,-1740862.12,-1431067.76,-663145.64
-248525.72,-39215.24,-1219.33,-128100.97,624.42,-1740764.48,-1430973.88,-662964.86
-248561.13,-39212.29,-1225.23,-128102.85,608.33,-1740785.94,-1431003.92,-662995.17
-248576.15,-39216.58,-1206.19,-128043.57,606.18,-1740810.62,-1431035.31,-663038.08
-248586.61,-39215.51,-1209.41,-128053.49,612.88,-1740838.51,-1431064.54,-663097.9
-248614.5,-39209.07,-1224.43,-128092.92,620.66,-1740862.12,-1431067.76,-663145.64
-248647.23,-39208.53,-1256.08,-128135.57,613.15,-1740884.91,-1431097.26,-663174.34
-248670.29,-39207.73,-1266.54,-128147.1,589.01,-1740907.98,-1431135.35,-663206.53
-248662.78,-39205.85,-1252.06,-128131.01,573.72,-1740930.24,-1431146.89,-663276.26
-248668.15,-39204.24,-1242.4,-128129.94,582.31,-1740953.31,-1431176.93,-663327.76
-248697.39,-39201.02,-1270.29,-128160.51,595.18,-1740977.45,-1431208.84,-663342.25
-248647.23,-39208.53,-1256.08,-128135.57,613.15,-1740884.91,-1431097.26,-663174.34
-248670.29,-39207.73,-1266.54,-128147.1,589.01,-1740907.98,-1431135.35,-663206.53
-248662.78,-39205.85,-1252.06,-128131.01,573.72,-1740930.24,-1431146.89,-663276.26
-248668.15,-39204.24,-1242.4,-128129.94,582.31,-1740953.31,-1431176.93,-663327.76
-248697.39,-39201.02,-1270.29,-128160.51,595.18,-1740977.45,-1431208.84,-663342.25
-248733.33,-39202.9,-1302.75,-128204.77,582.58,-1741000.79,-1431234.86,-663377.92
-248749.96,-39205.05,-1312.94,-128212.01,555.49,-1741021.98,-1431260.61,-663432.91
-248758.54,-39199.41,-1294.17,-128197.26,534.83,-1741039.41,-1431257.39,-663496.74
-248784.02,-39192.17,-1298.73,-128206.92,549.05,-1741064.09,-1431250.15,-663524.1
-248830.96,-39199.15,-1319.11,-128203.16,542.61,-1741091.71,-1431320.42,-663529.47
-248733.33,-39202.9,-1302.75,-128204.77,582.58,-1741000.79,-1431234.86,-663377.92
-248749.96,-39205.05,-1312.94,-128212.01,555.49,-1741021.98,-1431260.61,-663432.91
-248758.54,-39199.41,-1294.17,-128197.26,534.83,-1741039.41,-1431257.39,-663496.74
-248784.02,-39192.17,-1298.73,-128206.92,549.05,-1741064.09,-1431250.15,-663524.1
-248830.96,-39199.15,-1319.11,-128203.16,542.61,-1741091.71,-1431320.42,-663529.47
-248875.22,-39194.85,-1342.18,-128243.13,521.96,-1741115.32,-1431349.39,-663574.79
-248900.7,-39199.41,-1343.25,-128268.07,497.01,-1741139.72,-1431359.85,-663638.09
-248911.69,-39206.39,-1333.06,-128258.41,487.89,-1741163.33,-1431341.88,-663708.37
-248936.37,-39207.73,-1330.11,-128249.03,477.43,-1741188.0,-1431410.55,-663702.74
-248980.09,-39200.76,-1339.76,-128273.97,479.58,-1741209.46,-1431440.05,-663744.58
-248875.22,-39194.85,-1342.18,-128243.13,521.96,-1741115.32,-1431349.39,-663574.79
-248900.7,-39199.41,-1343.25,-128268.07,497.01,-1741139.72,-1431359.85,-663638.09
-248911.69,-39206.39,-1333.06,-128258.41,487.89,-1741163.33,-1431341.88,-663708.37
-248936.37,-39207.73,-1330.11,-128249.03,477.43,-1741188.0,-1431410.55,-663702.74
-248980.09,-39200.76,-1339.76,-128273.97,479.58,-1741209.46,-1431440.05,-663744.58
-249032.93,-39195.12,-1374.1,-128331.37,481.46,-1741232.53,-1431455.07,-663797.42
-249062.17,-39195.66,-1395.55,-128337.54,458.39,-1741257.74,-1431445.68,-663859.38
-249066.99,-39202.63,-1385.36,-128335.66,433.98,-1741280.0,-1431501.74,-663882.98
-249083.36,-39204.24,-1371.15,-128342.37,433.71,-1741303.88,-1431531.78,-663928.58
-249124.12,-39201.29,-1390.19,-128391.18,454.1,-1741324.8,-1431548.95,-663975.25
-249032.93,-39195.12,-1374.1,-128331.37,481.46,-1741232.53,-1431455.07,-663797.42
-249062.17,-39195.66,-1395.55,-128337.54,458.39,-1741257.74,-1431445.68,-663859.38
-249066.99,-39202.63,-1385.36,-128335.66,433.98,-1741280.0,-1431501.74,-663882.98
-249083.36,-39204.24,-1371.15,-128342.37,433.71,-1741303.88,-1431531.78,-663928.58
-249124.12,-39201.29,-1390.19,-128391.18,454.1,-1741324.8,-1431548.95,-663975.25
-249166.77,-39199.15,-1413.52,-128448.58,457.58,-1741346.52,-1431535.0,-664018.97
-249203.79,-39197.8,-1403.33,-128456.36,414.94,-1741374.42,-1431590.79,-664047.67
-249211.03,-39201.02,-1381.07,-128437.32,388.65,-1741399.9,-1431624.59,-664090.85
-249224.71,-39196.2,-1370.61,-128436.78,394.82,-1741423.23,-1431649.0,-664139.13
-249263.87,-39189.49,-1373.83,-128479.16,410.65,-1741447.11,-1431636.39,-664205.92
-249166.77,-39199.15,-1413.52,-128448.58,457.58,-1741346.52,-1431535.0,-664018.97
-249203.79,-39197.8,-1403.33,-128456.36,414.94,-1741374.42,-1431590.79,-664047.67
-249211.03,-39201.02,-1381.07,-128437.32,388.65,-1741399.9,-1431624.59,-664090.85
-249224.71,-39196.2,-1370.61,-128436.78,394.82,-1741423.23,-1431649.0,-664139.13
-249263.87,-39189.49,-1373.83,-128479.16,410.65,-1741447.11,-1431636.39,-664205.92
-249311.07,-39184.93,-1407.89,-128539.24,418.16,-1741473.12,-1431684.13,-664228.99
-249329.58,-39188.69,-1399.31,-128522.08,385.17,-1741495.92,-1431720.88,-664271.63
-249324.75,-39192.44,-1380.53,-128514.83,377.92,-1741517.38,-1431744.48,-664325.55
-249337.36,-39185.73,-1360.42,-128531.46,388.92,-1741539.37,-1431720.07,-664394.21
-249380.28,-39185.73,-1368.19,-128563.92,406.09,-1741564.85,-1431759.77,-664401.72
-249311.07,-39184.93,-1407.89,-128539.24,418.16,-1741473.12,-1431684.13,-664228.99
-249329.58,-39188.69,-1399.31,-128522.08,385.17,-1741495.92,-1431720.88,-664271.63
-249324.75,-39192.44,-1380.53,-128514.83,377.92,-1741517.38,-1431744.48,-664325.55
-249337.36,-39185.73,-1360.42,-128531.46,388.92,-1741539.37,-1431720.07,-664394.21
-249380.28,-39185.73,-1368.19,-128563.92,406.09,-1741564.85,-1431759.77,-664401.72
-249416.75,-39189.49,-1370.61,-128574.92,397.24,-1741588.99,-1431809.12,-664429.08
-249440.36,-39188.95,-1356.39,-128570.89,394.02,-1741611.26,-1431834.34,-664479.5
-249450.01,-39167.5,-1333.59,-128554.26,403.67,-1741629.5,-1431820.92,-664555.95
-249460.74,-39166.69,-1325.55,-128560.97,423.25,-1741653.64,-1431836.75,-664586.26
-249484.35,-39183.59,-1319.38,-128566.87,432.1,-1741680.46,-1431899.78,-664593.77

-249515.73,-39177.96,-1333.06,-128597.71,443.64,-1741707.82,-1431927.95,-664641.51
-249522.16,-39162.94,-1319.38,-128597.45,429.69,-1741730.62,-1431907.29,-664716.34
-249513.85,-39160.25,-1293.36,-128582.69,429.69,-1741752.07,-1431881.01,-664794.13
-249504.73,-39180.64,-1266.0,-128555.34,447.39,-1741775.14,-1431956.64,-664813.44
-249511.17,-39174.74,-1252.32,-128558.29,475.82,-1741800.89,-1432002.78,-664815.32
-249509.83,-39169.91,-1240.25,-128556.68,485.75,-1741823.69,-1432014.58,-664850.45
-249513.85,-39173.13,-1222.82,-128540.58,498.62,-1741848.1,-1431973.81,-664906.24
-249499.1,-39180.64,-1190.36,-128486.4,505.06,-1741869.29,-1431874.57,-664995.56
-249488.64,-39184.13,-1160.86,-128439.46,533.22,-1741891.01,-1431910.24,-665000.66
-249495.07,-39174.2,-1148.79,-128438.66,568.09,-1741910.32,-1432017.53,-664967.93
-249509.83,-39169.91,-1240.25,-128556.68,485.75,-1741823.69,-1432014.58,-664850.45
-249513.85,-39173.13,-1222.82,-128540.58,498.62,-1741848.1,-1431973.81,-664906.24
-249499.1,-39180.64,-1190.36,-128486.4,505.06,-1741869.29,-1431874.57,-664995.56
-249488.64,-39184.13,-1160.86,-128439.46,533.22,-1741891.01,-1431910.24,-665000.66
-249495.07,-39174.2,-1148.79,-128438.66,568.09,-1741910.32,-1432017.53,-664967.93
-249497.76,-39154.89,-1147.72,-128453.95,586.87,-1741936.34,-1432023.97,-665002.0
-249500.97,-39175.54,-1128.94,-128396.28,580.7,-1741965.58,-1432078.95,-665025.6
-249496.42,-39182.78,-1092.46,-128335.93,591.43,-1741988.11,-1432010.02,-665096.14
-249487.56,-39179.03,-1064.03,-128290.6,617.18,-1742010.64,-1432001.44,-665123.5
-249494.27,-39139.87,-1055.45,-128279.87,644.27,-1742034.78,-1432042.74,-665108.21
-249497.76,-39154.89,-1147.72,-128453.95,586.87,-1741936.34,-1432023.97,-665002.0
-249500.97,-39175.54,-1128.94,-128396.28,580.7,-1741965.58,-1432078.95,-665025.6
-249496.42,-39182.78,-1092.46,-128335.93,591.43,-1741988.11,-1432010.02,-665096.14
-249487.56,-39179.03,-1064.03,-128290.6,617.18,-1742010.64,-1432001.44,-665123.5
-249494.27,-39139.87,-1055.45,-128279.87,644.27,-1742034.78,-1432042.74,-665108.21
-249499.9,-39167.23,-1057.33,-128272.63,655.53,-1742058.65,-1432122.14,-665104.46
-249498.56,-39175.81,-1043.11,-128248.49,654.19,-1742081.45,-1432131.52,-665163.2
-249488.37,-39174.74,-1021.12,-128197.53,660.36,-1742103.98,-1432007.34,-665250.37
-249473.62,-39142.82,-999.12,-128184.39,683.43,-1742129.73,-1431969.79,-665255.47
-249473.88,-39166.15,-994.29,-128180.36,708.64,-1742153.87,-1432097.19,-665200.21
-249499.9,-39167.23,-1057.33,-128272.63,655.53,-1742058.65,-1432122.14,-665104.46
-249498.56,-39175.81,-1043.11,-128248.49,654.19,-1742081.45,-1432131.52,-665163.2
-249488.37,-39174.74,-1021.12,-128197.53,660.36,-1742103.98,-1432007.34,-665250.37
-249473.62,-39142.82,-999.12,-128184.39,683.43,-1742129.73,-1431969.79,-665255.47
-249473.88,-39166.15,-994.29,-128180.36,708.64,-1742153.87,-1432097.19,-665200.21
-249482.74,-39170.45,-1003.41,-128166.41,722.32,-1742176.93,-1432171.22,-665173.12
-249481.66,-39169.91,-1001.81,-128126.99,727.15,-1742193.83,-1432185.97,-665207.99
-249455.91,-39127.8,-970.96,-128076.02,723.12,-1742214.22,-1432078.95,-665311.26
-249443.31,-39150.06,-948.7,-128045.18,744.58,-1742240.5,-1432082.17,-665312.6
-249443.84,-39168.57,-941.46,-128021.58,765.23,-1742268.13,-1432154.59,-665298.65
-249482.74,-39170.45,-1003.41,-128166.41,722.32,-1742176.93,-1432171.22,-665173.12
-249481.66,-39169.91,-1001.81,-128126.99,727.15,-1742193.83,-1432185.97,-665207.99
-249455.91,-39127.8,-970.96,-128076.02,723.12,-1742214.22,-1432078.95,-665311.26
-249443.31,-39150.06,-948.7,-128045.18,744.58,-1742240.5,-1432082.17,-665312.6
-249443.84,-39168.57,-941.46,-128021.58,765.23,-1742268.13,-1432154.59,-665298.65
-249445.72,-39161.6,-941.46,-128021.58,771.4,-1742294.42,-1432235.86,-665284.43
-249436.6,-39136.11,-928.04,-127992.07,772.21,-1742318.02,-1432161.57,-665365.97
-249417.56,-39152.74,-900.42,-127954.52,776.5,-1742340.82,-1432025.31,-665455.83
-249403.07,-39176.35,-885.67,-127900.34,800.64,-1742363.88,-1432027.19,-665444.56
